PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
702,0,1,"Johnson, Mr. Robert",male,0.5,0,0,269718,58.0715,,C
703,0,2,"Davis, Mr. John",male,,1,0,911036,10,,S
704,1,1,"Brown, Mrs. Elizabeth",female,,0,0,319345,160.663,,S
705,0,1,"Jones, Mr. Henry",male,,0,0,195326,252.802,,Q
706,0,3,"Johnson, Dr. William",male,28.1,0,0,354304,15.9219,,S
707,0,2,"Taylor, Col. Thomas",male,24.1,0,0,807228,10,,S
708,0,3,"Williams, Col. Robert",male,,1,0,557526,0,,S
709,1,2,"Anderson, Dr. Sarah",female,43.5,0,0,366320,14.8824,,S
710,0,3,"Brown, Mr. Edward",male,33.9,0,1,454194,12.7535,,S
711,1,3,"Brown, Mr. William",male,38.1,0,1,575171,30.578,,S
712,0,3,"Taylor, Mr. Henry",male,15.2,8,0,619766,19.1826,,S
713,0,3,"Anderson, Mr. Charles",male,43.5,0,0,603684,26.8246,,S
714,0,2,"Jones, Mr. John",male,29,2,0,251819,12.16,G90,S
715,0,2,"Jones, Mr. Charles",male,38.7,0,0,800879,22.325,,S
716,1,3,"Johnson, Col. Henry",male,16.1,0,1,816955,14.0541,,C
717,0,3,"Miller, Mrs. Annie",female,,0,0,467295,15.126,B86,Q
718,0,3,"Williams, Mr. Henry",male,40.6,0,0,730183,4.5476,A81,S
719,0,1,"Anderson, Mr. George",male,34.9,0,1,976793,328.6621,,S
720,0,3,"Davis, Mrs. Margaret",female,27.9,0,1,259494,11.1481,,Q
721,1,3,"Williams, Mrs. Emma",female,24.2,1,0,503487,27.4506,,S
722,1,1,"Jones, Mr. John",male,,1,0,508099,267.9234,,S
723,0,1,"Smith, Mr. Henry",male,,1,0,145921,55.4718,E15,C
724,0,3,"Davis, Mr. William",male,,0,0,165790,4.5688,,S
725,1,3,"Wilson, Lady. Elizabeth",female,10.9,0,2,901903,0.6513,,C
726,1,3,"Taylor, Miss. Alice",female,,0,1,884294,23.6195,,C
727,0,1,"Jones, Lady. Sarah",female,25,1,1,333121,27.1961,,S
728,0,3,"Davis, Mr. John",male,37.8,2,0,884757,24.2907,,S
729,1,1,"Davis, Miss. Elizabeth",female,15.8,0,1,692495,259.3544,G63,S
730,0,1,"Miller, Col. William",male,,0,0,532912,78.626,,S
731,0,1,"Davis, Mr. Charles",male,,0,0,513869,95.9338,,S
732,1,3,"Wilson, Mr. John",male,17,0,0,171334,11.5917,,S
733,1,3,"Miller, Miss. Emma",female,9.6,0,0,400566,16.0863,,S
734,0,3,"Johnson, Mr. John",male,23.3,0,0,523419,24.1912,,C
735,1,2,"Johnson, Mrs. Mary",female,,1,0,231043,10.2362,G20,S
736,0,3,"Brown, Mr. Henry",male,17.1,0,0,44787,7.133,,S
737,1,2,"Taylor, Mr. Robert",male,0.5,0,0,769838,30.5754,G143,S
738,1,3,"Williams, Mr. James",male,27.5,8,0,287833,0,,S
739,1,2,"Taylor, Mr. Robert",male,61.4,0,0,180932,19.5054,,S
740,1,2,"Miller, Mrs. Elizabeth",female,10.3,0,0,913969,10,,S
741,0,3,"Anderson, Mr. Robert",male,29.7,0,1,846776,13.4775,,S
742,1,2,"Smith, Miss. Emma",female,,0,0,512025,18.0118,C86,C
743,1,3,"Taylor, Miss. Mary",female,40.5,0,0,340035,8.7081,,Q
744,1,3,"Williams, Mrs. Ellen",female,7.2,1,0,192730,28.094,,S
745,1,1,"Williams, Mr. William",male,14.6,0,1,107464,72.3903,,S
746,1,3,"Taylor, Dr. William",male,44.5,0,0,862301,23.7213,G21,S
747,1,2,"Johnson, Mr. James",male,39.3,0,0,438546,39.6746,,S
748,1,3,"Brown, Miss. Mary",female,42.6,0,0,90312,0,,S
749,1,3,"Jones, Miss. Alice",female,,1,0,725424,37.3971,,C
750,0,3,"Davis, Rev. James",male,30.3,1,0,561302,12.4263,,S
751,1,1,"Anderson, Miss. Alice",female,,0,0,568851,26.8957,,S
752,0,3,"Anderson, Mr. Charles",male,37.7,1,0,942774,0.3362,F62,S
753,0,3,"Wilson, Col. Arthur",male,25.4,0,0,958783,11.0198,,Q
754,0,2,"Wilson, Dr. Arthur",male,22.5,5,0,370701,30.8385,,C
755,0,1,"Miller, Dr. Margaret",female,32.8,0,0,406873,107.622,,S
756,1,3,"Miller, Mr. Arthur",male,50.1,5,0,623710,10.3198,,S
757,1,3,"Brown, Miss. Edith",female,27.4,1,0,380063,18.699,,S
758,0,3,"Anderson, Miss. Alice",female,0.5,0,0,471989,9.5113,C45,S
759,1,3,"Brown, Mrs. Annie",female,18.4,0,0,928531,0,A37,S
760,1,3,"Williams, Mr. James",male,30.7,5,0,155271,11.6557,D111,C
761,1,1,"Wilson, Mr. Edward",male,32.3,1,1,651142,59.4892,G24,C
762,0,2,"Smith, Rev. Arthur",male,33.2,0,2,514803,18.3444,,Q
763,0,2,"Brown, Dr. Edward",male,27.1,1,0,972458,34.701,,S
764,0,3,"Davis, Mr. James",male,,0,0,256229,14.4702,,C
765,1,1,"Miller, Miss. Edith",female,29.2,0,0,89317,58.4979,,C
766,0,3,"Anderson, Col. John",male,19.2,0,1,287264,4.4613,,S
767,0,3,"Anderson, Mr. Henry",male,28.7,0,0,197884,22.5513,,C
768,0,3,"Jones, Dr. George",male,,1,0,624113,9.0995,,S
769,0,2,"Davis, Mr. Henry",male,27.7,0,1,802415,17.7219,C33,C
770,0,3,"Williams, Mr. John",male,,1,0,269571,9.7136,,S
771,0,1,"Miller, Col. Edward",male,,0,1,338773,59.7383,G39,S
772,0,3,"Taylor, Mrs. Edith",female,36.3,0,0,80325,19.1851,,S
773,0,1,"Johnson, Mr. John",male,,0,0,668272,68.1868,,S
774,1,2,"Williams, Miss. Annie",female,42.1,0,1,844311,23.912,,S
775,1,3,"Jones, Mrs. Sarah",female,22.6,0,0,687233,8.6994,,S
776,1,1,"Anderson, Dr. Arthur",male,,0,0,24332,126.7544,,S
777,1,1,"Wilson, Lady. Florence",female,,0,0,681924,26,,S
778,0,3,"Smith, Mr. Edward",male,37.2,0,2,612083,0,,C
779,1,3,"Johnson, Miss. Mary",female,,0,0,117716,13.2077,,Q
780,0,3,"Jones, Mr. Thomas",male,33.2,0,0,423742,18.6241,,S
781,1,3,"Jones, Mrs. Alice",female,,1,0,730841,14.741,,C
782,1,3,"Davis, Miss. Annie",female,49.6,1,0,980279,24.7888,,S
783,1,2,"Davis, Miss. Florence",female,15.9,0,0,883081,24.6044,,C
784,1,2,"Wilson, Miss. Florence",female,19.8,0,0,943510,18.8348,,S
785,0,1,"Smith, Mr. Arthur",male,19.5,0,0,31643,147.0859,,S
786,0,3,"Brown, Mr. John",male,13.7,3,2,73128,13.8938,,S
787,0,3,"Anderson, Mr. George",male,,0,0,576811,9.4863,,S
788,0,2,"Miller, Mr. Thomas",male,36.1,0,0,866652,14.9509,,S
789,1,3,"Jones, Miss. Florence",female,22.7,0,0,476606,7.1272,,C
790,0,3,"Wilson, Rev. William",male,29,0,0,62784,7.4994,,S
791,1,1,"Williams, Mrs. Edith",female,20.1,0,2,884325,26,,S
792,0,3,"Miller, Mr. Arthur",male,32,1,0,856133,25.1776,,C
793,0,3,"Johnson, Mrs. Sarah",female,31.2,0,0,945450,0,,C
794,0,3,"Jones, Mr. Charles",male,57.2,0,0,678487,16.5604,,S
795,1,1,"Davis, Lady. Alice",female,27.2,0,0,388245,86.7466,,S
796,1,3,"Brown, Miss. Annie",female,29.9,0,0,119002,0,,S
797,1,3,"Johnson, Mr. William",male,56.3,1,0,694764,15.7875,,S
798,1,3,"Miller, Mr. John",male,30.1,0,0,533897,17.2818,,S
799,0,3,"Anderson, Mrs. Mary",female,49.1,1,0,753784,18.3068,,S
800,1,3,"Williams, Col. Charles",male,25.4,0,0,27401,0,,C
801,0,3,"Smith, Mr. George",male,,0,0,942932,25.2975,,S
802,0,1,"Taylor, Mr. James",male,47.8,3,3,898390,70.6049,F75,Q
803,0,3,"Taylor, Dr. Edward",male,,0,0,254373,19.1791,E87,C
804,1,3,"Miller, Mr. Arthur",male,49.9,1,0,786890,19.6697,,Q
805,1,2,"Wilson, Mr. Charles",male,,0,0,122046,28.7324,,S
806,0,3,"Smith, Mr. John",male,26.5,1,0,860804,18.9441,,C
807,0,3,"Anderson, Mr. James",male,24.4,0,0,284115,9.5306,,S
808,1,3,"Johnson, Mrs. Emma",female,,0,2,516911,0,A91,S
809,1,2,"Brown, Mr. James",male,9.2,1,0,360162,22.3965,C104,S
810,1,1,"Johnson, Mrs. Margaret",female,1.4,2,2,264572,162.6727,,S
811,0,3,"Miller, Col. Arthur",male,56.3,1,0,921200,5.3096,,C
812,0,3,"Miller, Mr. John",male,,1,0,550853,9.3724,,C
813,1,1,"Davis, Mr. James",male,32.5,1,2,541117,146.4946,,S
814,0,3,"Davis, Rev. George",male,21.4,0,0,266680,12.4846,G22,S
815,0,3,"Smith, Mr. James",male,35.5,0,2,86023,17.9326,B149,S
816,0,3,"Anderson, Rev. Thomas",male,30.2,0,0,438651,0.9446,,S
817,0,3,"Taylor, Mr. Charles",male,21.7,0,2,91823,6.3185,,C
818,0,2,"Johnson, Mr. Robert",male,36.3,0,0,573229,16.9671,,S
819,0,1,"Johnson, Mrs. Annie",female,36.9,0,0,785469,176.5913,,Q
820,1,2,"Williams, Mr. Henry",male,,0,0,707819,30.1022,B18,S
821,0,3,"Miller, Rev. Edward",male,39.4,1,0,451192,22.767,,S
822,1,1,"Jones, Miss. Edith",female,15.8,0,0,907971,26.8422,,S
823,0,2,"Wilson, Mr. John",male,17.6,0,0,482415,21.5674,,S
824,0,2,"Williams, Rev. Robert",male,,0,0,543464,22.1346,A57,S
825,1,3,"Anderson, Miss. Edith",female,34.6,1,0,267505,11.4842,,C
826,1,3,"Williams, Mr. Thomas",male,34.6,1,1,847948,18.4328,A62,C
827,1,2,"Taylor, Miss. Ellen",female,34.5,0,0,680432,31.1892,C33,S
828,0,2,"Wilson, Mrs. Margaret",female,17.8,0,0,998556,15.0579,B117,S
829,1,3,"Miller, Mr. Thomas",male,13.7,0,0,369512,23.6837,,S
830,0,2,"Smith, Mr. Henry",male,37.9,0,0,422905,10.598,,S
831,0,1,"Smith, Mr. James",male,41.5,0,0,159671,109.0386,,S
832,0,2,"Anderson, Mr. Henry",male,24.1,0,0,659958,35.4882,,S
833,0,1,"Williams, Dr. Henry",male,23.9,0,2,92045,26,,C
834,1,1,"Williams, Mrs. Mary",female,10.2,0,1,176460,115.491,,S
835,0,3,"Johnson, Mr. William",male,24.3,3,0,391047,19.568,,Q
836,0,2,"Davis, Mr. Edward",male,29.1,3,0,584891,26.0556,E42,S
837,1,3,"Wilson, Miss. Margaret",female,2.7,0,0,346880,13.3873,,Q
838,1,2,"Taylor, Miss. Ellen",female,11.9,0,0,297933,10,,S
839,1,3,"Davis, Col. Henry",male,25.3,0,0,742792,0,,S
840,0,3,"Jones, Mr. Henry",male,21.6,0,0,490683,32.0947,,Q
841,0,1,"Smith, Mr. James",male,39.7,3,0,885055,26.4372,G86,S
842,1,3,"Wilson, Mr. John",male,27.6,0,0,492505,0,,S
843,1,1,"Brown, Mr. George",male,21.6,1,0,848714,76.384,F62,S
844,1,3,"Wilson, Col. Arthur",male,47.2,0,1,305608,13.301,,C
845,1,1,"Davis, Miss. Ellen",female,17.2,4,0,208878,59.073,,C
846,1,2,"Anderson, Col. Robert",male,22.2,0,1,838426,30.5882,,S
847,0,1,"Wilson, Mr. Robert",male,5.7,1,5,528936,48.8449,,S
848,1,3,"Miller, Mr. Thomas",male,43.1,0,0,222668,15.6809,,Q
849,0,3,"Smith, Col. Arthur",male,,0,0,249103,17.0514,,S
850,1,3,"Miller, Mrs. Margaret",female,33.4,0,0,379453,12.0608,,S
851,0,1,"Miller, Miss. Emma",female,22.3,0,2,133189,66.2899,,S
852,0,3,"Jones, Lady. Alice",female,25.2,2,3,101123,0,,S
853,1,1,"Smith, Mr. Henry",male,14.3,2,0,778748,57.0398,A87,S
854,0,3,"Anderson, Mr. Edward",male,39.5,1,0,822026,13.5852,,S
855,1,1,"Smith, Rev. Thomas",male,30.2,0,1,717923,92.492,,S
856,1,1,"Johnson, Mr. William",male,17.6,1,0,914838,34.7324,,S
857,0,1,"Davis, Col. John",male,24.7,0,1,745712,188.8173,A111,S
858,0,3,"Taylor, Mrs. Ellen",female,25.8,0,2,639309,14.4114,B112,S
859,0,3,"Wilson, Col. Arthur",male,31.4,0,0,227912,15.5311,,C
860,1,1,"Williams, Mr. Henry",male,,0,0,300530,152.1267,,S
861,0,3,"Williams, Dr. John",male,55.7,0,0,782092,1.5667,,S
862,1,2,"Williams, Mr. Robert",male,9.7,0,0,600940,30.573,B99,Q
863,0,3,"Davis, Mr. James",male,51,0,0,366979,34.3067,A130,S
864,1,2,"Williams, Dr. Ellen",female,,1,1,894555,33.3341,G69,S
865,1,2,"Miller, Miss. Mary",female,13.7,0,2,289684,20.9231,,S
866,1,3,"Jones, Miss. Ellen",female,33.2,0,2,909915,9.3372,,C
867,0,1,"Miller, Mr. James",male,27.5,0,0,830188,98.0665,B39,C
868,0,1,"Johnson, Col. Robert",male,42,0,1,970930,68.2981,,Q
869,1,3,"Jones, Mr. Robert",male,28.3,0,0,146659,7.6774,,C
870,1,3,"Anderson, Mr. Henry",male,49.6,0,0,486964,26.9968,,S
871,0,2,"Davis, Mrs. Alice",female,19.2,0,0,746699,27.1903,B92,S
872,0,2,"Taylor, Mr. John",male,29.8,1,0,99792,34.9204,,S
873,1,3,"Williams, Dr. Henry",male,13.7,0,2,845471,22.9604,,S
874,1,2,"Brown, Rev. John",male,,1,0,413485,34.182,,S
875,0,1,"Jones, Mr. James",male,41.5,0,0,16088,55.6145,,S
876,1,1,"Jones, Mrs. Sarah",female,25.6,0,0,372793,54.2398,,S
877,0,3,"Wilson, Mr. Charles",male,0.5,1,0,52044,12.8916,,C
878,0,3,"Brown, Mr. William",male,,0,0,954585,2.9131,,S
879,1,1,"Smith, Mr. Arthur",male,35.7,0,0,726748,164.7671,,S
880,0,1,"Smith, Rev. William",male,35.3,1,0,151615,75.376,G117,S
881,1,1,"Jones, Dr. Ellen",female,22.1,0,0,13005,30.575,G34,S
882,1,3,"Taylor, Lady. Emma",female,13.5,1,1,309347,18.9604,,S
883,1,1,"Davis, Mrs. Elizabeth",female,,0,0,288364,116.2766,B23,S
884,1,1,"Taylor, Lady. Emma",female,10.9,1,0,118991,29.2081,,S
885,0,3,"Brown, Mr. Edward",male,6.9,0,0,42696,15.206,,C
886,1,1,"Brown, Mrs. Alice",female,44.3,0,0,745043,98.3674,,Q
887,1,3,"Jones, Mr. John",male,,0,0,580669,7.3467,,S
888,0,1,"Williams, Mr. John",male,28.9,0,0,975488,37.096,F85,S
889,1,1,"Brown, Mrs. Florence",female,32.9,0,2,532779,196.5334,,S
890,0,2,"Williams, Col. Edward",male,23.7,0,0,770292,16.677,,Q
891,0,3,"Miller, Mrs. Edith",female,18,0,1,141148,4.602,,S
