PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,IsAlone,SmallFamily,LargeFamily,HasCabin,CabinDeck,FareLog,FareBand,AgeBand,IsChild,IsSenior,Sex_Pclass,IsWomanOrChild
339,0,3,"Brown, Dr. James",male,36.7,0,0,804780,8.3569,,C,1,Dr,1,0,0,0,,2.2361140390506034,Low,Middle,0,0,male_3,0
340,0,1,"Jones, Miss. Annie",female,24.4,0,0,218358,189.1606,,S,1,Miss,1,0,0,0,,5.2478689782846555,VHigh,Young,0,0,female_1,1
341,1,3,"Johnson, Dr. Edward",male,39.6,1,0,474137,0.0,,S,2,Dr,0,1,0,0,,0.0,Low,Middle,0,0,male_3,0
342,1,3,"Taylor, Mr. Arthur",male,38.0,0,0,681999,6.7437,,S,1,Mr,1,0,0,0,,2.046879609554454,Low,Middle,0,0,male_3,0
343,0,1,"Jones, Mr. Thomas",male,17.8,1,0,95030,111.5279,,S,2,Mr,0,1,0,0,,4.723201190897559,VHigh,Teen,0,0,male_1,0
344,1,2,"Johnson, Mrs. Margaret",female,27.2,0,2,467782,23.9523,,Q,3,Mrs,0,1,0,0,,3.2169660023175473,High,Young,0,0,female_2,1
345,0,2,"Taylor, Col. Thomas",male,23.0,1,0,707371,18.6177,,S,2,Col,0,1,0,0,,2.9764322199464956,Mid,Young,0,0,male_2,0
346,1,3,"Johnson, Mrs. Margaret",female,32.9,0,0,779937,17.1979,,C,1,Mrs,1,0,0,0,,2.9013062028100483,Mid,Young,0,0,female_3,1
347,0,3,"Davis, Dr. Robert",male,31.700000000000003,0,2,244408,17.6862,,S,3,Dr,0,1,0,0,,2.927785283513742,Mid,Young,0,0,male_3,0
348,1,1,"Brown, Miss. Mary",female,36.2,3,0,376709,102.1436,,S,4,Miss,0,1,0,0,,4.636122192027644,VHigh,Middle,0,0,female_1,1
349,1,2,"Anderson, Dr. James",male,27.1,0,0,815072,22.3675,,S,1,Dr,1,0,0,0,,3.1513461680746016,High,Young,0,0,male_2,0
350,1,3,"Jones, Mrs. Alice",female,28.1,0,1,45402,23.1462,,S,2,Mrs,0,1,0,0,,3.1841270178213077,High,Young,0,0,female_3,1
351,0,3,"Taylor, Miss. Elizabeth",female,45.3,0,1,75088,2.8314,,C,2,Miss,0,1,0,0,,1.3432302716488635,Low,Middle,0,0,female_3,1
352,0,3,"Johnson, Mrs. Alice",female,32.3,0,0,987744,5.5855,,S,1,Mrs,1,0,0,0,,1.8848702624569642,Low,Young,0,0,female_3,1
353,0,3,"Wilson, Miss. Ellen",female,15.8,0,0,405107,23.7198,C113,C,1,Miss,1,0,0,1,C,3.207604541941874,High,Teen,0,0,female_3,1
354,1,1,"Jones, Lady. Margaret",female,45.2,0,0,169331,253.2042,,S,1,Mrs,1,0,0,0,,5.538137881042148,VHigh,Middle,0,0,female_1,1
355,0,1,"Davis, Mr. James",male,16.3,0,2,466237,340.6945,,Q,3,Mr,0,1,0,0,,5.833917063001069,VHigh,Teen,0,0,male_1,0
356,0,3,"Brown, Mr. Robert",male,16.1,0,0,170059,0.4029,,S,1,Mr,1,0,0,0,,0.33854152274258953,Low,Teen,0,0,male_3,0
357,0,1,"Williams, Mr. Edward",male,30.65,1,0,193688,144.0144,F124,C,2,Mr,0,1,0,1,F,4.9768330478344565,VHigh,Young,0,0,male_1,0
358,0,3,"Miller, Dr. Florence",female,30.9,0,1,927420,2.5326,,C,2,Dr,0,1,0,0,,1.262034143739206,Low,Young,0,0,female_3,1
359,0,3,"Johnson, Mr. Henry",male,30.65,0,0,151755,9.2792,G117,Q,1,Mr,1,0,0,1,G,2.3301224359871338,Low,Young,0,0,male_3,0
360,1,3,"Brown, Miss. Edith",female,29.6,0,0,464299,13.2916,A144,S,1,Miss,1,0,0,1,A,2.6596719520840826,Mid,Young,0,0,female_3,1
361,0,2,"Williams, Mr. Henry",male,30.9,0,0,806399,22.7615,,C,1,Mr,1,0,0,0,,3.168066623814878,High,Young,0,0,male_2,0
362,0,3,"Anderson, Dr. James",male,45.1,0,0,611952,10.3859,F48,S,1,Dr,1,0,0,1,F,2.432375747774706,Mid,Middle,0,0,male_3,0
363,0,3,"Anderson, Mr. William",male,17.9,0,1,967698,22.6529,,S,2,Mr,0,1,0,0,,3.1634857289850142,High,Teen,0,0,male_3,0
364,1,3,"Johnson, Mrs. Emma",female,29.5,0,0,634562,25.8588,D44,S,1,Mrs,1,0,0,1,D,3.2905935139987976,High,Young,0,0,female_3,1
365,0,3,"Miller, Mr. Edward",male,42.7,0,1,234903,25.9088,,S,2,Mr,0,1,0,0,,3.2924533706564416,High,Middle,0,0,male_3,0
366,0,2,"Anderson, Mr. James",male,36.5,0,0,489089,10.0,,Q,1,Mr,1,0,0,0,,2.3978952727983707,Low,Middle,0,0,male_2,0
367,0,3,"Williams, Mr. Edward",male,30.65,0,0,859093,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Young,0,0,male_3,0
368,0,3,"Taylor, Rev. George",male,43.0,0,2,622026,17.1474,C56,S,3,Rev,0,1,0,1,C,2.898527299760795,Mid,Middle,0,0,male_3,0
369,1,1,"Brown, Rev. Henry",male,0.5,0,0,213379,62.3141,,S,1,Rev,1,0,0,0,,4.148108053160462,VHigh,Child,1,0,male_1,1
370,1,1,"Williams, Mr. William",male,38.8,0,0,839884,139.0332,,S,1,Mr,1,0,0,0,,4.941879537352524,VHigh,Middle,0,0,male_1,0
371,1,1,"Anderson, Mrs. Mary",female,18.5,0,0,547145,90.2441,,S,1,Mrs,1,0,0,0,,4.513538332837966,VHigh,Young,0,0,female_1,1
372,0,1,"Anderson, Mr. Arthur",male,30.65,1,1,434517,240.8062,,S,3,Mr,0,1,0,0,,5.488136578877608,VHigh,Young,0,0,male_1,0
373,1,1,"Wilson, Mr. Charles",male,30.65,0,0,852332,197.5806,,S,1,Mr,1,0,0,0,,5.291195063053195,VHigh,Young,0,0,male_1,0
374,0,3,"Davis, Mr. Henry",male,47.9,0,0,565748,22.7774,,S,1,Mr,1,0,0,0,,3.1687355497089515,High,Middle,0,0,male_3,0
375,1,1,"Williams, Mr. William",male,28.2,0,0,96923,143.9995,,Q,1,Mr,1,0,0,0,,4.976730294138767,VHigh,Young,0,0,male_1,0
376,1,2,"Johnson, Dr. George",male,42.4,0,0,846232,10.0,,C,1,Dr,1,0,0,0,,2.3978952727983707,Low,Middle,0,0,male_2,0
377,1,3,"Williams, Mr. Arthur",male,51.0,0,1,413048,8.5077,,Q,2,Mr,0,1,0,0,,2.252101996623215,Low,Middle,0,0,male_3,0
378,1,1,"Davis, Mr. James",male,47.1,0,0,974912,50.2727,,S,1,Mr,1,0,0,0,,3.9371584467846534,VHigh,Middle,0,0,male_1,0
379,0,3,"Anderson, Mr. James",male,51.3,1,0,809058,5.7317,,S,2,Mr,0,1,0,0,,1.9068277120557298,Low,Middle,0,0,male_3,0
380,1,2,"Anderson, Miss. Emma",female,33.6,0,0,198944,10.0,D73,S,1,Miss,1,0,0,1,D,2.3978952727983707,Low,Young,0,0,female_2,1
381,1,1,"Davis, Miss. Elizabeth",female,40.4,3,0,487237,49.8084,,S,4,Miss,0,1,0,0,,3.928061695245624,VHigh,Middle,0,0,female_1,1
382,1,3,"Smith, Dr. Mary",female,31.700000000000003,0,2,893371,29.0553,G114,S,3,Dr,0,1,0,1,G,3.403039018141525,High,Young,0,0,female_3,1
383,0,3,"Brown, Mr. Charles",male,26.8,0,0,630447,28.1334,,S,1,Mr,1,0,0,0,,3.371885282320281,High,Young,0,0,male_3,0
384,0,3,"Jones, Mr. Thomas",male,19.0,0,4,551090,5.0452,,S,5,Mr,0,0,1,0,,1.7992645687138287,Low,Young,0,0,male_3,0
385,0,3,"Smith, Mr. Thomas",male,30.65,0,0,288477,14.3257,,S,1,Mr,1,0,0,0,,2.7295311577774815,Mid,Young,0,0,male_3,0
386,0,3,"Anderson, Dr. John",male,31.700000000000003,0,0,307264,6.8756,E121,C,1,Dr,1,0,0,1,E,2.0637693722855404,Low,Young,0,0,male_3,0
387,1,2,"Wilson, Mrs. Elizabeth",female,27.2,0,1,627909,10.0,,S,2,Mrs,0,1,0,0,,2.3978952727983707,Low,Young,0,0,female_2,1
388,1,1,"Williams, Mr. George",male,30.65,0,0,687519,195.5185,,S,1,Mr,1,0,0,0,,5.2807565744604075,VHigh,Young,0,0,male_1,0
389,0,3,"Jones, Mr. Arthur",male,30.6,2,0,427876,20.3054,,S,3,Mr,0,1,0,0,,3.0589605617110895,High,Young,0,0,male_3,0
390,0,3,"Williams, Mr. James",male,52.0,1,3,591131,15.9873,,S,5,Mr,0,0,1,0,,2.8324660060451885,Mid,Middle,0,0,male_3,0
391,1,3,"Davis, Mrs. Annie",female,14.7,0,0,659467,39.4187,A17,S,1,Mrs,1,0,0,1,A,3.6992925491623643,VHigh,Teen,0,0,female_3,1
392,0,2,"Davis, Mr. William",male,32.5,0,0,175591,11.7855,,S,1,Mr,1,0,0,0,,2.5483117163085134,Mid,Young,0,0,male_2,0
393,1,2,"Miller, Mr. Robert",male,20.3,0,0,366477,15.3461,,S,1,Mr,1,0,0,0,,2.793989336779862,Mid,Young,0,0,male_2,0
394,1,3,"Johnson, Mr. Robert",male,12.8,0,0,749937,9.4622,,C,1,Mr,1,0,0,0,,2.347768761569366,Low,Teen,0,0,male_3,1
395,0,2,"Anderson, Mr. Charles",male,22.0,0,0,54935,16.298,,C,1,Mr,1,0,0,0,,2.8505908878843202,Mid,Young,0,0,male_2,0
396,0,3,"Davis, Mr. Arthur",male,29.5,0,0,32507,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Young,0,0,male_3,0
397,0,3,"Anderson, Mr. George",male,24.4,0,0,212132,3.9882,,S,1,Mr,1,0,0,0,,1.6070751232449119,Low,Young,0,0,male_3,0
398,0,2,"Brown, Mr. Thomas",male,30.65,0,1,356415,10.0,D57,S,2,Mr,0,1,0,1,D,2.3978952727983707,Low,Young,0,0,male_2,0
399,1,3,"Jones, Mr. James",male,11.7,5,0,853655,4.4084,,C,6,Mr,0,0,1,0,,1.6879533005024658,Low,Child,1,0,male_3,1
400,0,3,"Smith, Mr. William",male,28.9,1,0,168747,17.664,E52,S,2,Mr,0,1,0,1,E,2.926596534719129,Mid,Young,0,0,male_3,0
401,0,1,"Johnson, Mr. Robert",male,10.4,3,0,385631,42.4544,,S,4,Mr,0,1,0,0,,3.7717121124071484,VHigh,Child,1,0,male_1,1
402,0,3,"Smith, Mr. George",male,39.9,0,0,551961,11.3844,,S,1,Mr,1,0,0,0,,2.516437616067348,Mid,Middle,0,0,male_3,0
403,1,3,"Miller, Miss. Sarah",female,1.5,0,0,119619,21.0481,,S,1,Miss,1,0,0,0,,3.0932264303797434,High,Child,1,0,female_3,1
404,1,3,"Smith, Mrs. Alice",female,31.5,0,1,569758,6.1031,,C,2,Mrs,0,1,0,0,,1.9605313084749265,Low,Young,0,0,female_3,1
405,0,2,"Smith, Mr. Thomas",male,26.0,0,0,838035,33.2803,,S,1,Mr,1,0,0,0,,3.5345708451498616,High,Young,0,0,male_2,0
406,1,3,"Williams, Col. Henry",male,20.2,0,1,488041,16.2918,,S,2,Col,0,1,0,0,,2.8502324006963975,Mid,Young,0,0,male_3,0
407,0,2,"Smith, Dr. James",male,34.1,0,2,434446,10.0,,S,3,Dr,0,1,0,0,,2.3978952727983707,Low,Young,0,0,male_2,0
408,0,1,"Jones, Col. Arthur",male,47.4,0,0,679902,26.0,,S,1,Col,1,0,0,0,,3.295836866004329,High,Middle,0,0,male_1,0
409,1,3,"Miller, Miss. Emma",female,23.1,0,0,775923,16.1151,,C,1,Miss,1,0,0,0,,2.839961114793008,Mid,Young,0,0,female_3,1
410,0,1,"Miller, Mr. Robert",male,31.5,0,0,857839,29.992,,C,1,Mr,1,0,0,0,,3.4337291066646403,High,Young,0,0,male_1,0
411,1,2,"Jones, Miss. Annie",female,24.0,0,0,588109,14.0228,,S,1,Miss,1,0,0,0,,2.7095690470714797,Mid,Young,0,0,female_2,1
412,0,3,"Davis, Mr. James",male,38.7,0,1,307834,14.4229,,S,2,Mr,0,1,0,0,,2.7358534178975953,Mid,Middle,0,0,male_3,0
413,0,3,"Jones, Mr. Thomas",male,30.65,0,2,540942,20.3777,,S,3,Mr,0,1,0,0,,3.0623483226351302,High,Young,0,0,male_3,0
414,0,3,"Davis, Miss. Elizabeth",female,33.1,0,0,470773,11.2407,,S,1,Miss,1,0,0,0,,2.504766464991404,Mid,Young,0,0,female_3,1
415,1,3,"Smith, Miss. Edith",female,7.0,0,0,646547,15.675,D94,S,1,Miss,1,0,0,1,D,2.8139105918016876,Mid,Child,1,0,female_3,1
416,0,2,"Miller, Miss. Mary",female,36.8,3,2,750904,24.6037,C28,S,6,Miss,0,0,1,1,C,3.242736872291882,High,Middle,0,0,female_2,1
417,0,2,"Brown, Dr. Edith",female,31.700000000000003,0,2,360408,11.8935,,S,3,Dr,0,1,0,0,,2.556723308410479,Mid,Young,0,0,female_2,1
418,0,2,"Miller, Mr. Thomas",male,30.3,1,0,823878,33.7107,,S,2,Mr,0,1,0,0,,3.5470479967691606,High,Young,0,0,male_2,0
419,1,3,"Miller, Miss. Edith",female,24.0,0,0,367659,32.2203,,S,1,Miss,1,0,0,0,,3.5031611348487672,High,Young,0,0,female_3,1
420,0,3,"Davis, Mr. Robert",male,29.2,0,0,582772,15.5383,G124,C,1,Mr,1,0,0,1,G,2.8056789031765637,Mid,Young,0,0,male_3,0
421,0,3,"Brown, Mrs. Margaret",female,25.3,0,2,578366,27.8552,,S,3,Mrs,0,1,0,0,,3.362290219346672,High,Young,0,0,female_3,1
422,0,3,"Johnson, Mr. Edward",male,30.65,0,0,533259,7.3371,,S,1,Mr,1,0,0,0,,2.1207154340788623,Low,Young,0,0,male_3,0
423,0,1,"Smith, Mrs. Florence",female,45.6,0,0,386968,105.0123,,S,1,Mrs,1,0,0,0,,4.6635551251160585,VHigh,Middle,0,0,female_1,1
424,0,3,"Brown, Mr. Arthur",male,9.4,1,0,538513,13.3017,,S,2,Mr,0,1,0,0,,2.6603784113189426,Mid,Child,1,0,male_3,1
425,0,1,"Smith, Mr. James",male,33.5,0,0,396242,26.0,,S,1,Mr,1,0,0,0,,3.295836866004329,High,Young,0,0,male_1,0
426,0,3,"Davis, Mr. John",male,30.65,0,0,84745,2.4864,,S,1,Mr,1,0,0,0,,1.2488696852082184,Low,Young,0,0,male_3,0
427,1,2,"Smith, Miss. Mary",female,44.3,0,6,251268,10.0,,C,7,Miss,0,0,1,0,,2.3978952727983707,Low,Middle,0,0,female_2,1
428,1,3,"Williams, Mr. Robert",male,41.6,2,0,484475,20.3986,,S,3,Mr,0,1,0,0,,3.06332549932704,High,Middle,0,0,male_3,0
429,0,2,"Davis, Mr. Charles",male,30.65,0,0,186559,37.7227,,S,1,Mr,1,0,0,0,,3.6564259913822137,VHigh,Young,0,0,male_2,0
430,0,1,"Johnson, Mr. Arthur",male,31.9,0,0,734036,86.5591,,S,1,Mr,1,0,0,0,,4.472313993935779,VHigh,Young,0,0,male_1,0
431,0,1,"Jones, Col. William",male,25.799999999999997,0,0,21721,159.0357,,S,1,Col,1,0,0,0,,5.075396915345146,VHigh,Young,0,0,male_1,0
432,1,3,"Wilson, Miss. Elizabeth",female,24.0,1,0,405803,11.5227,B52,S,2,Miss,0,1,0,1,B,2.5275429973738426,Mid,Young,0,0,female_3,1
433,0,3,"Wilson, Mr. George",male,26.5,5,0,118878,23.8174,,S,6,Mr,0,0,1,0,,3.211545020058894,High,Young,0,0,male_3,0
434,1,1,"Williams, Miss. Florence",female,28.9,0,0,573725,45.6748,,S,1,Miss,1,0,0,0,,3.8432044044694895,VHigh,Young,0,0,female_1,1
435,1,1,"Taylor, Mr. James",male,2.0,1,0,160061,64.1351,,S,2,Mr,0,1,0,0,,4.176463574421244,VHigh,Child,1,0,male_1,1
436,0,3,"Anderson, Mr. James",male,20.7,1,0,698086,10.6097,C113,S,2,Mr,0,1,0,1,C,2.4518409555826652,Mid,Young,0,0,male_3,0
437,1,1,"Brown, Mrs. Annie",female,47.3,0,0,735900,26.0,D60,S,1,Mrs,1,0,0,1,D,3.295836866004329,High,Middle,0,0,female_1,1
438,0,3,"Johnson, Miss. Emma",female,16.4,0,2,876269,9.2092,,S,3,Miss,0,1,0,0,,2.3232892745523372,Low,Teen,0,0,female_3,1
439,0,3,"Johnson, Rev. Henry",male,28.3,0,2,632503,21.7879,,S,3,Rev,0,1,0,0,,3.12622969333399,High,Young,0,0,male_3,0
440,0,1,"Johnson, Mr. Edward",male,31.0,4,0,397581,32.4797,,C,5,Mr,0,0,1,0,,3.5109392850076517,High,Young,0,0,male_1,0
441,1,1,"Anderson, Dr. Annie",female,8.8,0,0,837600,208.2598,,C,1,Dr,1,0,0,0,,5.343576542203615,VHigh,Child,1,0,female_1,1
442,1,3,"Wilson, Mr. James",male,21.5,1,2,992173,19.1868,,S,4,Mr,0,1,0,0,,3.0050289254590856,High,Young,0,0,male_3,0
443,1,2,"Smith, Lady. Annie",female,27.2,0,0,374258,31.9181,B121,Q,1,Mrs,1,0,0,1,B,3.4940226584688934,High,Young,0,0,female_2,1
444,0,2,"Davis, Miss. Annie",female,35.1,1,1,343760,20.2978,,S,3,Miss,0,1,0,0,,3.058603780995997,High,Middle,0,0,female_2,1
445,0,3,"Brown, Mrs. Mary",female,38.5,0,2,148480,21.0105,E81,Q,3,Mrs,0,1,0,1,E,3.0915196122271866,High,Middle,0,0,female_3,1
446,0,3,"Williams, Mr. Edward",male,48.3,0,0,931657,7.5346,C89,S,1,Mr,1,0,0,1,C,2.1441284893016515,Low,Middle,0,0,male_3,0
447,0,3,"Jones, Miss. Sarah",female,28.6,1,0,397031,11.1982,,S,2,Miss,0,1,0,0,,2.5012883998703628,Mid,Young,0,0,female_3,1
448,0,3,"Anderson, Dr. Henry",male,30.2,1,2,676415,25.5931,G58,S,4,Dr,0,1,0,1,G,3.2806517836418037,High,Young,0,0,male_3,0
449,0,2,"Davis, Mr. Henry",male,30.65,1,0,816192,17.1204,,S,2,Mr,0,1,0,0,,2.8970383754263707,Mid,Young,0,0,male_2,0
450,0,1,"Wilson, Col. Henry",male,33.0,0,0,552040,59.7751,,S,1,Col,1,0,0,0,,4.107180165614244,VHigh,Young,0,0,male_1,0
451,0,3,"Anderson, Dr. Robert",male,42.4,1,0,755089,10.4609,,S,2,Dr,0,1,0,0,,2.4389412422343715,Mid,Middle,0,0,male_3,0
452,1,3,"Brown, Dr. Florence",female,52.5,0,0,931304,24.0763,,S,1,Dr,1,0,0,0,,3.2219231769707215,High,Middle,0,0,female_3,1
453,1,2,"Anderson, Lady. Florence",female,27.2,0,0,76573,11.9862,,C,1,Mrs,1,0,0,0,,2.5638872551689915,Mid,Young,0,0,female_2,1
454,1,3,"Anderson, Mrs. Margaret",female,40.1,0,0,433270,4.8379,,S,1,Mrs,1,0,0,0,,1.7643711431313975,Low,Middle,0,0,female_3,1
455,0,1,"Miller, Mr. Robert",male,15.1,0,6,202888,85.9421,,C,7,Mr,0,0,1,0,,4.4652423798583,VHigh,Teen,0,0,male_1,0
456,0,3,"Jones, Mr. John",male,31.4,0,0,299010,28.0558,,S,1,Mr,1,0,0,0,,3.3692181191352812,High,Young,0,0,male_3,0
457,0,1,"Davis, Mr. William",male,29.6,8,0,797424,77.5762,,S,9,Mr,0,0,1,0,,4.364068854600104,VHigh,Young,0,0,male_1,0
458,1,3,"Wilson, Miss. Elizabeth",female,43.0,0,0,820128,11.8612,F56,S,1,Miss,1,0,0,1,F,2.5542150270533246,Mid,Middle,0,0,female_3,1
459,1,1,"Wilson, Mr. Henry",male,28.3,0,0,463498,512.0,,S,1,Mr,1,0,0,0,,6.240275845170769,VHigh,Young,0,0,male_1,0
460,0,1,"Davis, Mrs. Alice",female,34.3,0,0,243886,33.5283,,S,1,Mrs,1,0,0,0,,3.5417792776385344,High,Young,0,0,female_1,1
461,0,1,"Wilson, Mr. Robert",male,22.9,0,2,895129,39.4261,,C,3,Mr,0,1,0,0,,3.699475615977315,VHigh,Young,0,0,male_1,0
462,0,3,"Anderson, Dr. Robert",male,31.2,0,1,83541,1.2566,,S,2,Dr,0,1,0,0,,0.8138592557222086,Low,Young,0,0,male_3,0
463,1,3,"Taylor, Dr. Florence",female,20.1,3,0,62838,16.975,,S,4,Dr,0,1,0,0,,2.8889819036071103,Mid,Young,0,0,female_3,1
464,0,3,"Miller, Rev. William",male,29.35,1,0,825832,0.0964,,C,2,Rev,0,1,0,0,,0.09203208544649367,Low,Young,0,0,male_3,0
465,1,3,"Jones, Mrs. Emma",female,31.5,1,0,354421,5.4633,,S,2,Mrs,0,1,0,0,,1.8661400232755758,Low,Young,0,0,female_3,1
466,1,2,"Brown, Miss. Alice",female,47.2,5,0,390836,27.4412,,Q,6,Miss,0,0,1,0,,3.3478387981377216,High,Middle,0,0,female_2,1
467,0,2,"Jones, Mr. Charles",male,30.65,0,0,289709,21.8199,G75,Q,1,Mr,1,0,0,1,G,3.1276329623033816,High,Young,0,0,male_2,0
468,0,3,"Anderson, Dr. James",male,35.6,0,0,49585,14.6068,,S,1,Dr,1,0,0,0,,2.7477067167157,Mid,Middle,0,0,male_3,0
469,0,1,"Anderson, Mr. Thomas",male,21.6,0,4,962337,159.5867,,S,5,Mr,0,0,1,0,,5.078833983637527,VHigh,Young,0,0,male_1,0
470,1,3,"Miller, Dr. Ellen",female,27.6,0,0,393703,0.0,,S,1,Dr,1,0,0,0,,0.0,Low,Young,0,0,female_3,1
471,1,1,"Wilson, Mr. John",male,30.65,0,0,808526,512.0,,C,1,Mr,1,0,0,0,,6.240275845170769,VHigh,Young,0,0,male_1,0
472,0,3,"Brown, Mr. Charles",male,30.65,0,1,172352,8.1075,,S,2,Mr,0,1,0,0,,2.209098249900582,Low,Young,0,0,male_3,0
473,0,1,"Davis, Mr. Charles",male,43.0,0,0,580935,330.0051,,S,1,Mr,1,0,0,0,,5.802133783113348,VHigh,Middle,0,0,male_1,0
474,1,3,"Smith, Mrs. Florence",female,30.1,0,0,709738,29.5051,,C,1,Mrs,1,0,0,0,,3.4178938827495653,High,Young,0,0,female_3,1
475,0,3,"Miller, Mr. Robert",male,48.1,0,0,947017,5.1887,,S,1,Mr,1,0,0,0,,1.8227250484849349,Low,Middle,0,0,male_3,0
476,0,3,"Miller, Mrs. Ellen",female,32.0,0,0,927658,18.0142,,C,1,Mrs,1,0,0,0,,2.9451860684467865,Mid,Young,0,0,female_3,1
477,0,1,"Taylor, Miss. Margaret",female,24.3,0,1,892230,78.5465,F86,S,2,Miss,0,1,0,1,F,4.37634175633002,VHigh,Young,0,0,female_1,1
478,0,3,"Smith, Mr. William",male,33.4,0,0,431350,7.6227,,S,1,Mr,1,0,0,0,,2.154398260688879,Low,Young,0,0,male_3,0
479,0,3,"Brown, Mr. Robert",male,28.3,0,1,796260,0.0,,C,2,Mr,0,1,0,0,,0.0,Low,Young,0,0,male_3,0
480,1,3,"Wilson, Dr. Alice",female,20.9,1,0,642338,12.8893,,S,2,Dr,0,1,0,0,,2.6311187595280106,Mid,Young,0,0,female_3,1
481,1,3,"Davis, Mr. John",male,40.3,0,0,411894,11.4444,,S,1,Mr,1,0,0,0,,2.5212707225239264,Mid,Middle,0,0,male_3,0
482,1,3,"Taylor, Dr. Elizabeth",female,26.0,0,1,671654,9.0781,,S,2,Dr,0,1,0,0,,2.310364752812869,Low,Young,0,0,female_3,1
483,1,3,"Williams, Col. Robert",male,47.0,1,0,281718,16.9809,,S,2,Col,0,1,0,0,,2.8893100834080863,Mid,Middle,0,0,male_3,0
484,0,3,"Williams, Mr. Thomas",male,30.65,0,0,45183,6.2434,,S,1,Mr,1,0,0,0,,1.980090709423497,Low,Young,0,0,male_3,0
485,1,3,"Smith, Mrs. Margaret",female,17.1,0,0,714107,2.632,,Q,1,Mrs,1,0,0,0,,1.2897834607390468,Low,Teen,0,0,female_3,1
486,0,3,"Wilson, Col. Thomas",male,44.6,1,0,338750,13.9817,,S,2,Col,0,1,0,0,,2.706829456296373,Mid,Middle,0,0,male_3,0
487,0,1,"Brown, Col. Henry",male,15.8,0,0,159710,118.3124,F47,S,1,Col,1,0,0,1,F,4.781745263350466,VHigh,Teen,0,0,male_1,0
488,1,2,"Davis, Mr. William",male,24.7,1,0,67194,25.9288,,S,2,Mr,0,1,0,0,,3.2931963458603892,High,Young,0,0,male_2,0
489,0,3,"Brown, Mr. Edward",male,15.6,1,0,450769,21.3528,,S,2,Mr,0,1,0,0,,3.106951592854797,High,Teen,0,0,male_3,0
490,0,3,"Wilson, Col. Edward",male,27.2,0,0,36082,0.0,E93,Q,1,Col,1,0,0,1,E,0.0,Low,Young,0,0,male_3,0
491,0,3,"Miller, Mr. Henry",male,30.65,0,2,681666,7.797,,C,3,Mr,0,1,0,0,,2.1744107542705375,Low,Young,0,0,male_3,0
492,1,3,"Anderson, Miss. Florence",female,30.3,0,0,904803,10.6779,,S,1,Miss,1,0,0,0,,2.4576981667145605,Mid,Young,0,0,female_3,1
493,0,2,"Jones, Mr. Thomas",male,30.65,0,1,137899,10.0,,S,2,Mr,0,1,0,0,,2.3978952727983707,Low,Young,0,0,male_2,0
494,1,1,"Jones, Dr. Florence",female,26.6,0,0,279951,64.1284,,S,1,Dr,1,0,0,0,,4.176360706004444,VHigh,Young,0,0,female_1,1
495,1,3,"Williams, Mr. Robert",male,22.7,0,0,192414,29.8397,,S,1,Mr,1,0,0,0,,3.428802821021356,High,Young,0,0,male_3,0
496,1,2,"Brown, Miss. Edith",female,20.3,0,1,42143,13.8343,,S,2,Miss,0,1,0,0,,2.696942066920034,Mid,Young,0,0,female_2,1
497,0,3,"Johnson, Mr. Thomas",male,8.1,0,0,131952,34.971,,S,1,Mr,1,0,0,0,,3.5827130582663256,High,Child,1,0,male_3,1
498,1,1,"Johnson, Miss. Annie",female,24.3,0,0,330558,30.7887,,Q,1,Miss,1,0,0,0,,3.459110880723862,High,Young,0,0,female_1,1
499,1,3,"Anderson, Mr. Charles",male,42.5,0,0,755662,13.8285,,S,1,Mr,1,0,0,0,,2.6965510047091894,Mid,Middle,0,0,male_3,0
500,0,3,"Smith, Mr. Edward",male,51.0,0,0,821147,17.2862,A38,C,1,Mr,1,0,0,1,A,2.906146677011527,Mid,Middle,0,0,male_3,0
501,0,3,"Jones, Mr. Robert",male,30.65,1,0,727414,35.7693,,S,2,Mr,0,1,0,0,,3.604663257873335,VHigh,Young,0,0,male_3,0
502,0,3,"Davis, Mr. Henry",male,22.3,0,0,869366,4.0577,,S,1,Mr,1,0,0,0,,1.620911834507728,Low,Young,0,0,male_3,0
503,0,2,"Davis, Mr. William",male,29.7,0,1,22202,41.5382,,C,2,Mr,0,1,0,0,,3.7504024957597997,VHigh,Young,0,0,male_2,0
504,0,3,"Jones, Mr. John",male,30.65,2,0,562275,6.2062,,S,3,Mr,0,1,0,0,,1.974941766589652,Low,Young,0,0,male_3,0
505,1,3,"Smith, Miss. Sarah",female,23.9,0,2,176812,13.2893,,C,3,Miss,0,1,0,0,,2.6595110054375484,Mid,Young,0,0,female_3,1
506,0,1,"Brown, Rev. Arthur",male,35.5,0,2,781562,75.51,,S,3,Rev,0,1,0,0,,4.3374214512437606,VHigh,Middle,0,0,male_1,0
507,0,3,"Wilson, Mr. James",male,23.8,0,0,86848,13.2011,B88,S,1,Mr,1,0,0,1,B,2.6533194263957056,Mid,Young,0,0,male_3,0
508,0,3,"Taylor, Mr. Robert",male,29.8,0,0,489106,28.2419,,C,1,Mr,1,0,0,0,,3.375602612250667,High,Young,0,0,male_3,0
